Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income
0,31.75,3.0,0,0,Research,Other,0.0,0,0,0,0,ByBirth,160,20
0,24.83,4.5,1,1,Industrials,White,1.0,0,0,0,1,ByBirth,360,6
1,19.0,1.75,0,0,Energy,White,2.335,0,0,0,1,ByBirth,112,6
0,16.33,0.21,1,1,ConsumerStaples,White,0.125,0,0,0,0,ByBirth,200,1
0,18.58,10.0,1,1,Real Estate,White,0.415,0,0,0,0,ByBirth,80,42
1,16.25,0.0,0,0,ConsumerStaples,White,0.25,0,0,0,0,ByBirth,60,0
1,23.0,0.75,1,1,CommunicationServices,White,0.5,1,0,0,1,ByOtherMeans,320,0
1,21.17,0.25,0,0,Energy,Black,0.25,0,0,0,0,ByBirth,280,204
1,17.5,22.0,0,1,Healthcare,Other,0.0,0,0,0,1,Temporary,450,100000
1,19.17,0.0,0,0,CommunicationServices,Asian,0.0,0,0,0,1,ByOtherMeans,500,1
1,36.75,0.125,0,0,Energy,White,1.5,0,0,0,1,ByBirth,232,113
1,21.25,1.5,1,1,Industrials,White,1.5,0,0,0,0,ByBirth,150,8
0,18.08,0.375,0,1,InformationTechnology,Latino,10.0,0,0,0,1,ByOtherMeans,300,0
0,33.67,0.375,1,1,InformationTechnology,White,0.375,0,0,0,0,ByBirth,300,44
1,48.58,0.205,0,0,Financials,White,0.25,1,1,11,0,ByBirth,380,2732
1,33.67,1.25,1,1,Industrials,White,1.165,0,0,0,0,ByBirth,120,0
0,29.5,1.085,0,0,Utilities,White,1.0,0,0,0,0,ByBirth,280,13
1,30.17,1.085,0,0,Energy,White,0.04,0,0,0,0,ByBirth,170,179
1,40.83,3.5,1,1,ConsumerDiscretionary,Asian,0.5,0,0,0,0,ByOtherMeans,1160,0
1,34.83,2.5,0,0,Industrials,White,3.0,0,0,0,0,ByOtherMeans,200,0
1,28.46,4.0,0,0,ConsumerDiscretionary,White,0.085,0,0,0,1,ByBirth,411,0
1,20.42,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0
0,33.25,2.5,0,0,Energy,White,2.5,0,0,0,1,ByBirth,0,2
1,34.08,2.5,1,1,Energy,White,1.0,0,0,0,0,ByBirth,460,16
0,25.25,12.5,1,1,Real Estate,White,1.0,0,0,0,1,ByBirth,180,1062
1,34.75,2.5,1,1,InformationTechnology,Asian,0.5,0,0,0,0,ByBirth,348,0
1,27.67,0.75,1,1,Materials,Black,0.165,0,0,0,1,ByBirth,220,251
1,47.33,6.5,1,1,Energy,White,1.0,0,0,0,1,ByBirth,0,228
0,34.83,1.25,0,0,ConsumerDiscretionary,Black,0.5,0,0,0,1,ByBirth,160,0
0,33.25,3.0,0,0,ConsumerStaples,White,2.0,0,0,0,0,ByBirth,180,0
1,28.0,3.0,1,1,Industrials,White,0.75,0,0,0,1,ByBirth,300,67
0,39.08,4.0,1,1,Energy,White,3.0,0,0,0,0,ByBirth,480,0
1,42.75,4.085,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,108,100
1,26.92,2.25,1,1,ConsumerDiscretionary,Asian,0.5,0,0,0,1,ByBirth,640,4000
1,33.75,2.75,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,0,ByBirth,180,0
1,38.92,1.75,1,1,Financials,White,0.5,0,0,0,1,ByBirth,300,2
1,62.75,7.0,1,1,Education,Other,0.0,0,0,0,0,ByBirth,0,12
1,32.25,1.5,1,1,Energy,White,0.25,0,0,0,1,ByBirth,372,122
1,26.75,4.5,0,0,Energy,Asian,2.5,0,0,0,0,ByBirth,200,1210
1,63.33,0.54,1,1,Energy,White,0.585,1,1,3,1,ByBirth,180,0
1,27.83,1.5,1,1,Industrials,White,2.25,0,1,1,1,ByBirth,100,3
0,26.17,2.0,1,1,Research,Other,0.0,0,0,0,1,ByBirth,276,1
1,22.17,0.585,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,100,0
1,22.5,11.5,0,0,CommunicationServices,White,1.5,0,0,0,1,ByBirth,0,4000
1,30.75,1.585,1,1,Real Estate,White,0.585,0,0,0,1,ByOtherMeans,0,0
1,36.67,2.0,1,1,ConsumerDiscretionary,White,0.25,0,0,0,1,ByBirth,221,0
0,16.0,0.165,1,1,ConsumerStaples,White,1.0,0,1,2,1,ByBirth,320,1
1,41.17,1.335,1,1,Real Estate,White,0.165,0,0,0,0,ByBirth,168,0
0,19.5,0.165,1,1,Materials,White,0.04,0,0,0,1,ByBirth,380,0
1,32.42,3.0,1,1,Real Estate,White,0.165,0,0,0,1,ByBirth,120,0
0,36.75,4.71,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,160,0
0,30.25,5.5,1,1,Financials,White,5.5,0,0,0,1,ByOtherMeans,100,0
1,23.08,2.5,1,1,Healthcare,Latino,0.085,0,0,0,1,ByBirth,100,4208
1,26.83,0.54,1,1,Financials,Latino,0.0,0,0,0,0,ByBirth,100,0
1,16.92,0.335,0,0,Financials,White,0.29,0,0,0,0,ByOtherMeans,200,0
1,24.42,2.0,1,1,Education,Other,0.165,0,1,2,0,ByBirth,320,1300
1,42.83,1.25,1,1,CommunicationServices,White,13.875,0,1,1,1,ByBirth,352,112
0,22.75,6.165,1,1,ConsumerStaples,White,0.165,0,0,0,0,ByBirth,220,1000
1,39.42,1.71,0,0,CommunicationServices,White,0.165,0,0,0,0,ByOtherMeans,400,0
0,23.58,11.5,0,0,Financials,Black,3.0,0,0,0,1,ByBirth,20,16
1,21.42,0.75,0,0,Transport,Other,0.75,0,0,0,1,ByBirth,132,2
1,33.0,2.5,0,0,Industrials,White,7.0,0,0,0,1,ByBirth,280,0
1,26.33,13.0,1,1,Education,Other,0.0,0,0,0,1,ByBirth,140,1110
0,45.0,4.585,1,1,Financials,Black,1.0,0,0,0,1,ByOtherMeans,240,0
1,26.25,1.54,1,1,Industrials,White,0.125,0,0,0,0,ByBirth,100,0
1,28.17,0.585,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,260,1004
0,20.83,0.5,0,0,Education,Other,1.0,0,0,0,0,ByBirth,260,0
1,28.67,14.5,1,1,Real Estate,White,0.125,0,0,0,0,ByBirth,0,286
1,20.67,0.835,0,0,Energy,White,2.0,0,0,0,1,ByOtherMeans,240,0
1,34.42,1.335,1,1,ConsumerDiscretionary,Asian,0.125,0,0,0,1,ByBirth,440,4500
1,33.58,0.25,1,1,ConsumerDiscretionary,Asian,4.0,0,0,0,1,ByOtherMeans,420,0
1,43.17,5.0,1,1,ConsumerDiscretionary,Asian,2.25,0,0,0,1,ByBirth,141,0
0,22.67,7.0,1,1,Energy,White,0.165,0,0,0,0,ByBirth,160,0
0,24.33,2.5,0,0,ConsumerDiscretionary,Asian,4.5,0,0,0,0,ByBirth,200,456
0,56.83,4.25,0,0,Healthcare,Latino,5.0,0,0,0,1,ByBirth,0,4
1,22.08,11.46,1,1,Financials,White,1.585,0,0,0,1,ByBirth,100,1212
1,34.0,5.5,0,0,Energy,White,1.5,0,0,0,1,ByBirth,60,0
1,22.58,1.5,0,0,ConsumerStaples,White,0.54,0,0,0,1,ByBirth,120,67
1,21.17,0.0,1,1,Energy,White,0.5,0,0,0,1,ByOtherMeans,0,0
1,26.67,14.585,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,1,ByBirth,178,0
1,22.92,0.17,1,1,CommunicationServices,White,0.085,0,0,0,0,ByOtherMeans,0,0
1,15.17,7.0,1,1,Education,White,1.0,0,0,0,0,ByBirth,600,0
1,39.92,5.0,1,1,ConsumerDiscretionary,Asian,0.21,0,0,0,0,ByBirth,550,0
1,27.42,12.5,1,1,ConsumerStaples,Asian,0.25,0,0,0,1,ByBirth,720,0
1,24.75,0.54,1,1,CommunicationServices,White,1.0,0,0,0,1,ByBirth,120,1
1,41.17,1.25,0,0,Industrials,White,0.25,0,0,0,0,ByBirth,0,195
0,33.08,1.625,1,1,Real Estate,White,0.54,0,0,0,1,ByBirth,0,0
1,29.83,2.04,0,0,Utilities,Black,0.04,0,0,0,0,ByBirth,128,1
0,23.58,0.585,0,0,Healthcare,Latino,0.125,0,0,0,0,ByBirth,120,87
1,26.17,12.5,0,0,Financials,Black,1.25,0,0,0,1,ByBirth,0,17
1,31.0,2.085,1,1,Energy,White,0.085,0,0,0,0,ByBirth,300,0
1,20.75,5.085,0,0,Research,White,0.29,0,0,0,0,ByBirth,140,184
1,28.92,0.375,1,1,Energy,White,0.29,0,0,0,0,ByBirth,220,140
0,51.92,6.5,1,1,ConsumerDiscretionary,Asian,3.085,0,0,0,1,ByBirth,73,0
0,22.67,0.335,1,1,Materials,White,0.75,0,0,0,0,ByOtherMeans,160,0
1,34.0,5.085,0,0,ConsumerDiscretionary,Asian,1.085,0,0,0,1,ByBirth,480,0
0,69.5,6.0,1,1,Healthcare,Latino,0.0,0,0,0,0,ByOtherMeans,0,0
0,40.33,8.125,0,0,Financials,White,0.165,0,1,2,0,ByBirth,0,18
0,19.58,0.665,0,0,Energy,White,1.0,0,1,1,0,ByBirth,2000,2
1,16.0,3.125,1,1,Industrials,White,0.085,0,1,1,0,ByBirth,0,6
1,17.08,0.25,1,1,Materials,White,0.335,0,1,4,0,ByBirth,160,8
1,31.25,2.835,1,1,Healthcare,Latino,0.0,0,1,5,0,ByBirth,176,146
1,25.17,3.0,1,1,Energy,White,1.25,0,1,1,0,ByBirth,0,22
0,22.67,0.79,1,1,ConsumerDiscretionary,White,0.085,0,0,0,0,ByBirth,144,0
1,40.58,1.5,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,0,ByOtherMeans,300,0
1,22.25,0.46,1,1,Financials,White,0.125,0,0,0,1,ByBirth,280,55
0,22.25,1.25,0,0,Healthcare,Latino,3.25,0,0,0,0,ByBirth,280,0
1,22.5,0.125,0,0,Financials,White,0.125,0,0,0,0,ByBirth,200,70
1,23.58,1.79,1,1,Energy,White,0.54,0,0,0,1,ByBirth,136,1
1,38.42,0.705,1,1,Energy,White,0.375,0,1,2,0,ByBirth,225,500
0,26.58,2.54,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,180,60
1,35.0,2.5,1,1,ConsumerDiscretionary,White,1.0,0,0,0,1,ByBirth,210,0
1,20.42,1.085,1,1,Materials,White,1.5,0,0,0,0,ByBirth,108,7
1,29.42,1.25,1,1,Industrials,White,1.75,0,0,0,0,ByBirth,200,0
1,26.17,0.835,1,1,InformationTechnology,White,1.165,0,0,0,0,ByBirth,100,0
1,33.67,2.165,1,1,Energy,White,1.5,0,0,0,0,Temporary,120,0
1,24.58,1.25,1,1,Energy,White,0.25,0,0,0,0,ByBirth,110,0
0,27.67,2.04,1,1,Industrials,White,0.25,0,0,0,1,ByBirth,180,50
1,37.5,0.835,1,1,Education,White,0.04,0,0,0,0,ByBirth,120,5
1,49.17,2.29,1,1,Healthcare,Latino,0.29,0,0,0,0,ByBirth,200,3
1,33.58,0.335,0,0,InformationTechnology,White,0.085,0,0,0,0,ByBirth,180,0
1,51.83,3.0,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,180,4
1,22.92,3.165,0,0,Energy,White,0.165,0,0,0,0,ByBirth,160,1058
1,21.83,1.54,1,1,Financials,White,0.085,0,0,0,1,ByBirth,356,0
1,25.25,1.0,1,1,ConsumerStaples,White,0.5,0,0,0,0,ByBirth,200,0
1,58.58,2.71,1,1,Energy,White,2.415,0,0,0,1,ByBirth,320,0
1,19.0,0.0,0,0,Healthcare,Latino,0.0,0,1,4,0,ByBirth,45,1
1,19.58,0.585,1,1,Healthcare,Latino,0.0,0,1,3,0,ByBirth,350,769
0,53.33,0.165,1,1,Healthcare,Latino,0.0,0,0,0,1,ByOtherMeans,62,27
0,27.17,1.25,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,92,300
1,25.92,0.875,1,1,Financials,White,0.375,0,1,2,1,ByBirth,174,3
1,23.08,0.0,1,1,Financials,White,1.0,0,1,11,0,ByOtherMeans,0,0
1,39.58,5.0,1,1,Healthcare,Latino,0.0,0,1,2,0,ByBirth,17,1
1,30.58,2.71,0,0,CommunicationServices,White,0.125,0,0,0,1,ByOtherMeans,80,0
1,17.25,3.0,1,1,Financials,White,0.04,0,0,0,1,ByBirth,160,40
0,17.67,0.0,0,0,Research,Latino,0.0,0,0,0,0,ByBirth,86,0
0,28.46,11.25,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,5200
1,16.5,0.125,1,1,Energy,White,0.165,0,0,0,0,ByBirth,132,0
0,27.33,1.665,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,340,1
1,31.25,1.125,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,96,19
1,20.0,7.0,1,1,Energy,White,0.5,0,0,0,0,ByBirth,0,0
1,28.46,3.0,0,0,ConsumerDiscretionary,Asian,7.0,0,0,0,0,ByBirth,0,1
1,39.5,1.625,1,1,Energy,White,1.5,0,0,0,0,ByBirth,0,316
1,36.5,4.25,1,1,Materials,White,3.5,0,0,0,0,ByBirth,454,50
1,29.75,0.665,1,1,Industrials,White,0.25,0,0,0,1,ByBirth,300,0
1,52.42,1.5,1,1,Real Estate,White,3.75,0,0,0,1,ByBirth,0,350
1,36.17,18.125,1,1,Industrials,White,0.085,0,0,0,0,ByBirth,320,3552
1,34.58,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0
1,29.67,0.75,0,0,Energy,White,0.04,0,0,0,0,ByBirth,240,0
1,36.17,5.5,1,1,ConsumerDiscretionary,Asian,5.0,0,0,0,0,ByBirth,210,687
1,25.67,0.29,0,0,Energy,White,1.5,0,0,0,1,ByBirth,160,0
0,24.5,2.415,0,0,Energy,White,0.0,0,0,0,0,ByBirth,120,0
1,24.08,0.875,1,1,CommunicationServices,White,0.085,0,1,4,0,ByBirth,254,1950
1,21.92,0.5,1,1,Energy,White,0.125,0,0,0,0,ByBirth,360,0
0,36.58,0.29,1,1,Healthcare,Latino,0.0,0,1,10,0,ByBirth,200,18
0,23.0,1.835,1,1,Research,Other,0.0,0,1,1,0,ByBirth,200,53
0,27.58,3.0,1,1,CommunicationServices,White,2.79,0,1,1,1,ByBirth,280,10
1,31.08,3.085,1,1,Energy,White,2.5,0,1,2,1,ByBirth,160,41
0,30.42,1.375,1,1,Industrials,Black,0.04,0,1,3,0,ByBirth,0,33
1,22.08,2.335,1,1,Financials,White,0.75,0,0,0,0,ByBirth,180,0
1,16.33,4.085,1,1,ConsumerDiscretionary,Black,0.415,0,0,0,1,ByBirth,120,0
0,21.92,11.665,1,1,Financials,Black,0.085,0,0,0,0,ByBirth,320,5
1,21.08,4.125,0,0,ConsumerDiscretionary,Black,0.04,0,0,0,0,ByBirth,140,100
1,17.42,6.5,1,1,ConsumerDiscretionary,White,0.125,0,0,0,0,ByBirth,60,100
1,19.17,4.0,0,0,ConsumerDiscretionary,White,1.0,0,0,0,1,ByBirth,360,1000
1,20.67,0.415,1,1,Energy,White,0.125,0,0,0,0,ByBirth,0,44
1,26.75,2.0,1,1,Real Estate,White,0.75,0,0,0,1,ByBirth,80,0
1,23.58,0.835,1,1,ConsumerDiscretionary,Black,0.085,0,0,0,1,ByBirth,220,5
1,39.17,2.5,0,0,ConsumerDiscretionary,Black,10.0,0,0,0,1,ByOtherMeans,200,0
1,22.75,11.5,1,1,ConsumerDiscretionary,White,0.415,0,0,0,0,ByBirth,0,0
1,26.5,2.71,0,0,Energy,White,0.085,0,0,0,0,ByOtherMeans,80,0
0,16.92,0.5,1,1,ConsumerDiscretionary,White,0.165,0,1,6,1,ByBirth,240,35
1,23.5,3.165,0,0,Financials,White,0.415,0,1,1,1,ByBirth,280,80
0,17.33,9.5,1,1,ConsumerStaples,White,1.75,0,1,10,1,ByBirth,0,10
1,23.75,0.415,0,0,Energy,White,0.04,0,1,2,0,ByBirth,128,6
1,34.67,1.08,1,1,CommunicationServices,White,1.165,0,0,0,0,ByOtherMeans,28,0
1,74.83,19.0,0,0,Healthcare,Latino,0.04,0,1,2,0,ByBirth,0,351
1,28.17,0.125,0,0,Financials,White,0.085,0,0,0,0,ByBirth,216,2100
1,24.5,13.335,0,0,ConsumerStaples,White,0.04,0,0,0,1,ByBirth,120,475
1,18.83,3.54,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,180,1
1,45.33,1.0,1,1,Materials,White,0.125,0,0,0,1,ByBirth,263,0
0,47.25,0.75,1,1,Materials,Black,2.75,1,1,1,0,ByBirth,333,892
1,24.17,0.875,1,1,Materials,White,4.625,1,1,2,1,ByBirth,520,2000
1,39.25,9.5,1,1,CommunicationServices,White,6.5,1,1,14,0,ByBirth,240,4607
0,20.5,11.835,1,1,Energy,Black,6.0,1,0,0,0,ByBirth,340,0
0,18.83,4.415,0,0,Energy,Black,3.0,1,0,0,0,ByBirth,240,0
1,19.17,9.5,1,1,Industrials,White,1.5,1,0,0,0,ByBirth,120,2206
0,25.0,0.875,1,1,Utilities,Black,1.04,1,0,0,1,ByBirth,160,5860
1,20.17,9.25,1,1,Energy,White,1.665,1,1,3,1,ByBirth,40,28
1,25.75,0.5,1,1,Energy,White,1.46,1,1,5,1,ByBirth,312,0
1,20.42,7.0,1,1,Energy,White,1.625,1,1,3,0,ByBirth,200,1391
1,28.46,4.0,1,1,Utilities,White,5.0,1,1,3,1,ByBirth,290,2279
1,39.0,5.0,1,1,InformationTechnology,White,3.5,1,1,10,1,ByBirth,0,0
0,64.08,0.165,1,1,Healthcare,Latino,0.0,1,1,1,0,ByBirth,232,100
1,28.25,5.125,1,1,Utilities,White,4.75,1,1,2,0,ByBirth,420,7
0,28.75,3.75,1,1,Energy,White,1.085,1,1,1,1,ByBirth,371,0
1,31.33,19.5,1,1,Energy,White,7.0,1,1,16,0,ByBirth,0,5000
0,18.92,9.0,1,1,ConsumerStaples,White,0.75,1,1,2,0,ByBirth,88,591
0,24.75,3.0,1,1,Materials,Black,1.835,1,1,19,0,ByBirth,0,500
0,30.67,12.0,1,1,Energy,White,2.0,1,1,1,0,ByBirth,220,19
1,21.0,4.79,0,0,Industrials,White,2.25,1,1,1,1,ByBirth,80,300
1,13.75,4.0,0,0,Industrials,White,1.75,1,1,2,1,ByBirth,120,1000
0,46.0,4.0,1,1,Research,Other,0.0,1,0,0,0,ByBirth,100,960
0,44.33,0.0,1,1,Energy,White,2.5,1,0,0,0,ByBirth,0,0
1,20.25,9.96,1,1,Education,Other,0.0,1,0,0,0,ByBirth,0,0
1,22.67,2.54,0,0,Energy,Black,2.585,1,0,0,0,ByBirth,0,0
1,28.46,10.5,1,1,Utilities,White,6.5,1,0,0,0,ByBirth,0,0
0,60.92,5.0,1,1,ConsumerStaples,White,4.0,1,1,4,0,ByBirth,0,99
1,16.08,0.75,1,1,Energy,White,1.75,1,1,5,1,ByBirth,352,690
0,28.17,0.375,1,1,Materials,White,0.585,1,1,4,0,ByBirth,80,0
1,39.17,1.71,1,1,Utilities,White,0.125,1,1,5,1,ByBirth,480,0
1,20.42,7.5,1,1,Financials,White,1.5,1,1,1,0,ByBirth,160,234
0,30.0,5.29,1,1,Education,Other,2.25,1,1,5,1,ByBirth,99,500
1,22.83,3.0,1,1,CommunicationServices,White,1.29,1,1,1,0,ByBirth,260,800
0,22.5,8.5,1,1,Materials,White,1.75,1,1,10,0,ByBirth,80,990
0,28.58,1.665,1,1,Materials,White,2.415,1,0,0,1,ByBirth,440,0
1,45.17,1.5,1,1,Energy,White,2.5,1,0,0,1,ByBirth,140,0
1,41.58,1.75,1,1,Financials,White,0.21,1,0,0,0,ByBirth,160,0
0,57.08,0.335,1,1,ConsumerDiscretionary,Asian,1.0,1,0,0,1,ByBirth,252,2197
0,55.75,7.08,1,1,Financials,Black,6.75,1,1,3,1,ByBirth,100,50
1,43.25,25.21,1,1,Materials,Black,0.21,1,1,1,0,ByBirth,760,90
0,25.33,2.085,1,1,Energy,Black,2.75,1,0,0,1,ByBirth,360,1
0,24.58,0.67,1,1,ConsumerStaples,Black,1.75,1,0,0,0,ByBirth,400,0
1,43.17,2.25,1,1,ConsumerDiscretionary,Asian,0.75,1,0,0,0,ByBirth,560,0
1,40.92,0.835,1,1,Healthcare,Latino,0.0,1,0,0,0,ByBirth,130,1
1,31.83,2.5,1,1,ConsumerStaples,White,7.5,1,0,0,1,ByBirth,523,0
0,33.92,1.585,0,0,Healthcare,Latino,0.0,1,0,0,0,ByBirth,320,0
0,24.92,1.25,1,1,Healthcare,Latino,0.0,1,0,0,0,ByBirth,80,0
1,35.25,3.165,1,1,Utilities,Black,3.75,1,0,0,1,ByBirth,680,0
1,34.25,1.75,1,1,Industrials,Asian,0.25,1,0,0,1,ByBirth,163,0
1,80.25,5.5,1,1,Energy,White,0.54,1,0,0,0,ByBirth,0,340
1,19.42,1.5,0,0,InformationTechnology,White,2.0,1,0,0,1,ByBirth,100,20
1,42.75,3.0,1,1,ConsumerDiscretionary,Asian,1.0,1,0,0,0,ByBirth,0,200
1,19.67,10.0,0,0,Financials,Black,0.835,1,0,0,1,ByBirth,140,0
1,36.33,3.79,1,1,Industrials,White,1.165,1,0,0,1,ByBirth,200,0
1,30.08,1.04,0,0,ConsumerDiscretionary,Asian,0.5,1,1,10,1,ByBirth,132,28
1,44.25,11.0,0,0,Real Estate,White,1.5,1,0,0,0,ByOtherMeans,0,0
1,23.58,0.46,0,0,Industrials,White,2.625,1,1,6,1,ByBirth,208,347
1,23.92,1.5,1,1,Real Estate,Black,1.875,1,1,6,0,ByBirth,200,327
1,33.17,1.0,1,1,Utilities,White,0.75,1,1,7,1,ByBirth,340,4071
1,48.33,12.0,1,1,CommunicationServices,White,16.0,1,0,0,0,ByOtherMeans,110,0
1,76.75,22.29,1,1,Education,Other,12.75,1,1,1,1,ByBirth,0,109
1,51.33,10.0,1,1,ConsumerDiscretionary,Asian,0.0,1,1,11,0,ByBirth,0,1249
1,34.75,15.0,1,1,Transport,Other,5.375,1,1,9,1,ByBirth,0,134
1,38.58,3.335,1,1,Industrials,White,4.0,1,1,14,0,ByBirth,383,1344
0,22.42,11.25,0,0,Utilities,Black,0.75,1,1,4,0,ByBirth,0,321
1,41.92,0.42,1,1,Energy,Black,0.21,1,1,6,0,ByBirth,220,948
1,29.58,4.5,1,1,Industrials,White,7.5,1,1,2,1,ByBirth,330,0
0,32.17,1.46,1,1,Industrials,White,1.085,1,1,16,0,ByBirth,120,2079
1,51.42,0.04,1,1,Utilities,Black,0.04,1,0,0,0,ByBirth,0,3000
0,22.83,2.29,1,1,Materials,Black,2.29,1,1,7,1,ByBirth,140,2384
0,25.0,12.33,1,1,InformationTechnology,Black,3.5,1,1,6,0,ByBirth,400,458
1,26.75,1.125,1,1,Utilities,Black,1.25,1,0,0,0,ByBirth,0,5298
1,23.33,1.5,1,1,Energy,Black,1.415,1,0,0,0,ByBirth,422,200
1,24.42,12.335,1,1,Materials,Black,1.585,1,0,0,1,ByBirth,120,0
1,42.17,5.04,1,1,Materials,Black,12.75,1,0,0,1,ByBirth,92,0
0,20.83,3.0,1,1,ConsumerStaples,White,0.04,1,0,0,0,ByBirth,100,0
1,23.08,11.5,1,1,Industrials,Black,2.125,1,1,11,1,ByBirth,290,284
0,25.17,2.875,1,1,Utilities,Black,0.875,1,0,0,0,ByBirth,360,0
1,43.08,0.375,0,0,Energy,White,0.375,1,1,8,1,ByBirth,300,162
0,35.75,0.915,1,1,ConsumerStaples,White,0.75,1,1,4,0,ByBirth,0,1583
1,59.5,2.75,1,1,Industrials,White,1.75,1,1,5,1,ByBirth,60,58
1,21.0,3.0,0,0,Real Estate,White,1.085,1,1,8,1,ByBirth,160,1
1,21.92,0.54,0,0,Utilities,White,0.04,1,1,1,1,ByBirth,840,59
0,65.17,14.0,1,1,Healthcare,Latino,0.0,1,1,11,1,ByBirth,0,1400
0,20.33,10.0,1,1,Energy,Black,1.0,1,1,4,0,ByBirth,50,1465
1,32.25,0.165,0,0,Energy,Black,3.25,1,1,1,1,ByBirth,432,8000
1,30.17,0.5,1,1,Energy,White,1.75,1,1,11,0,ByBirth,32,540
1,25.17,6.0,1,1,Energy,White,1.0,1,1,3,0,ByBirth,0,0
1,39.17,1.625,1,1,Energy,White,1.5,1,1,10,0,ByBirth,186,4700
1,39.08,6.0,1,1,CommunicationServices,White,1.29,1,1,5,1,ByBirth,108,1097
1,31.67,0.83,1,1,Utilities,White,1.335,1,1,8,1,ByBirth,303,3290
1,41.0,0.04,1,1,Education,White,0.04,0,1,1,0,ByOtherMeans,560,0
1,48.5,4.25,1,1,CommunicationServices,White,0.125,1,0,0,1,ByBirth,225,0
1,32.67,9.0,0,0,Industrials,Black,5.25,1,0,0,1,ByBirth,154,0
0,28.08,15.0,0,0,Education,Other,0.0,1,0,0,0,ByBirth,0,13212
1,73.42,17.75,1,1,Healthcare,Latino,0.0,1,0,0,1,ByBirth,0,0
1,64.08,20.0,1,1,Utilities,Black,17.5,1,1,9,1,ByBirth,0,1000
1,51.58,15.0,1,1,Energy,White,8.5,1,1,9,0,ByBirth,0,0
1,26.67,1.75,0,0,Energy,White,1.0,1,1,5,1,ByBirth,160,5777
1,25.33,0.58,1,1,Energy,White,0.29,1,1,7,1,ByBirth,96,5124
1,30.17,6.5,1,1,InformationTechnology,White,3.125,1,1,8,0,ByBirth,330,1200
1,27.0,0.75,1,1,Energy,Black,4.25,1,1,3,1,ByBirth,312,150
1,23.17,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0
1,34.17,5.25,1,1,Industrials,White,0.085,0,0,0,1,ByBirth,290,6
1,38.67,0.21,1,1,Financials,White,0.085,1,0,0,1,ByBirth,280,0
1,25.75,0.75,1,1,Energy,Asian,0.25,1,0,0,0,ByBirth,349,23
0,46.08,3.0,1,1,Energy,White,2.375,1,1,8,1,ByBirth,396,4159
0,21.5,6.0,1,1,ConsumerStaples,White,2.5,1,1,3,0,ByBirth,80,918
1,20.08,0.125,1,1,Materials,White,1.0,0,1,1,0,ByBirth,240,768
1,20.5,2.415,1,1,Energy,White,2.0,1,1,11,1,ByBirth,200,3000
0,29.5,0.46,1,1,Financials,White,0.54,1,1,4,0,ByBirth,380,500
1,42.25,1.75,0,0,Energy,White,0.0,0,0,0,1,ByBirth,150,1
1,29.83,1.25,0,0,Financials,White,0.25,0,0,0,0,ByBirth,224,0
1,20.08,0.25,1,1,Materials,White,0.125,0,0,0,0,ByBirth,200,0
1,23.42,0.585,1,1,Energy,Black,0.085,1,0,0,0,ByBirth,180,0
0,29.58,1.75,0,0,Financials,White,1.25,0,0,0,1,ByBirth,280,0
1,16.17,0.04,1,1,Energy,White,0.04,0,0,0,0,ByBirth,0,0
1,32.33,3.5,1,1,Financials,White,0.5,0,0,0,1,ByBirth,232,0
1,28.46,0.04,0,0,Real Estate,White,4.25,0,0,0,1,ByBirth,460,0
1,47.83,4.165,1,1,Utilities,Asian,0.085,0,0,0,1,ByBirth,520,0
1,20.0,1.25,0,0,Financials,White,0.125,0,0,0,0,ByBirth,140,4
1,27.58,3.25,0,0,Materials,Black,5.085,0,1,2,1,ByBirth,369,1
1,22.0,0.79,1,1,Industrials,White,0.29,0,1,1,0,ByBirth,420,283
1,19.33,10.915,1,1,Energy,Asian,0.585,0,1,2,1,ByBirth,200,7
0,38.33,4.415,1,1,Energy,White,0.125,0,0,0,0,ByBirth,160,0
1,29.42,1.25,1,1,Energy,Black,0.25,0,1,2,1,ByBirth,400,108
1,22.67,0.75,1,1,ConsumerDiscretionary,White,1.585,0,1,1,1,ByBirth,400,9
1,32.25,14.0,0,0,Healthcare,Latino,0.0,0,1,2,0,ByBirth,160,1
1,29.58,4.75,1,1,CommunicationServices,White,2.0,0,1,1,1,ByBirth,460,68
